This is a line.
This is another line.
10000,5.57299e-27
20000,5.57299e-27
30000,5.57299e-27
40000,5.57299e-27
50000,5.57299e-27
60000,5.57299e-27
70000,5.57299e-27
80000,5.57299e-27
90000,5.57299e-27
100000,5.57299e-27
110000,5.57299e-27
120000,5.57299e-27
130000,5.57299e-27
140000,5.57299e-27
150000,5.57299e-27
160000,5.57299e-27
170000,5.57299e-27
180000,5.57299e-27
190000,5.57299e-27
200000,5.57299e-27
210000,5.57299e-27
220000,5.57299e-27
230000,5.57299e-27
240000,5.57299e-27
250000,5.57299e-27
260000,5.57299e-27
270000,5.57299e-27
280000,5.57299e-27
290000,5.57299e-27
300000,5.57299e-27
310000,5.57299e-27
320000,5.57299e-27
330000,5.57299e-27
340000,5.57299e-27
350000,5.57299e-27
360000,5.57299e-27
370000,5.57299e-27
380000,5.57299e-27
390000,5.57299e-27
400000,5.57299e-27
410000,5.57299e-27
420000,5.57299e-27
430000,5.57299e-27
440000,5.57299e-27
450000,5.57299e-27
460000,5.57299e-27
470000,5.57299e-27
480000,5.57299e-27
490000,5.57299e-27
500000,5.57299e-27
510000,5.57299e-27
520000,5.57299e-27
530000,5.57299e-27
540000,5.57299e-27
550000,5.57299e-27
560000,5.57299e-27
570000,5.57299e-27
580000,5.57299e-27
590000,5.57299e-27
600000,5.57299e-27
610000,5.57299e-27
620000,5.57299e-27
630000,5.57299e-27
640000,5.57299e-27
650000,5.57299e-27
660000,5.57299e-27
670000,5.57299e-27
680000,5.57299e-27
690000,5.57299e-27
700000,5.57299e-27
710000,5.57299e-27
720000,5.57299e-27
730000,5.57299e-27
740000,5.57299e-27
750000,5.57299e-27
760000,5.57299e-27
770000,5.57299e-27
780000,5.57299e-27
790000,5.57299e-27
800000,5.57299e-27
810000,5.57299e-27
820000,5.57299e-27
830000,5.57299e-27
840000,5.57299e-27
850000,5.57299e-27
860000,5.57299e-27
870000,5.57299e-27
880000,5.57299e-27
890000,5.57299e-27
900000,5.57299e-27
910000,5.57299e-27
920000,5.57299e-27
930000,5.57299e-27
940000,5.57299e-27
950000,5.57299e-27
960000,5.57299e-27
970000,5.57299e-27
980000,5.57299e-27
990000,5.57299e-27
1e+06,5.57299e-27
1.01e+06,5.57299e-27
1.02e+06,5.57299e-27
1.03e+06,5.57299e-27
1.04e+06,5.57299e-27
1.05e+06,5.57299e-27
1.06e+06,5.57299e-27
1.07e+06,5.57299e-27
1.08e+06,5.57299e-27
1.09e+06,5.57299e-27
1.1e+06,5.57299e-27
1.11e+06,5.57299e-27
1.12e+06,5.57299e-27
1.13e+06,5.57299e-27
1.14e+06,5.57299e-27
1.15e+06,5.57299e-27
1.16e+06,5.57299e-27
1.17e+06,5.57299e-27
1.18e+06,5.57299e-27
1.19e+06,5.57299e-27
1.2e+06,5.57299e-27
1.21e+06,5.57299e-27
1.22e+06,5.57299e-27
1.23e+06,5.57299e-27
1.24e+06,5.57299e-27
1.25e+06,5.57299e-27
1.26e+06,5.57299e-27
1.27e+06,5.57299e-27
1.28e+06,5.57299e-27
1.29e+06,5.57299e-27
1.3e+06,5.57299e-27
1.31e+06,5.57299e-27
1.32e+06,5.57299e-27
1.33e+06,5.57299e-27
1.34e+06,5.57299e-27
1.35e+06,5.57299e-27
1.36e+06,5.57299e-27
1.37e+06,5.57299e-27
1.38e+06,5.57299e-27
1.39e+06,5.57299e-27
1.4e+06,5.57299e-27
1.41e+06,5.57299e-27
1.42e+06,5.57299e-27
1.43e+06,5.57299e-27
1.44e+06,5.57299e-27
1.45e+06,5.57299e-27
1.46e+06,5.57299e-27
1.47e+06,5.57299e-27
1.48e+06,5.57299e-27
1.49e+06,5.57299e-27
1.5e+06,5.57299e-27
1.51e+06,5.57299e-27
1.52e+06,5.57299e-27
1.53e+06,5.57299e-27
1.54e+06,5.57299e-27
1.55e+06,5.57299e-27
1.56e+06,5.57299e-27
1.57e+06,5.57299e-27
1.58e+06,5.57299e-27
1.59e+06,5.57299e-27
1.6e+06,5.57299e-27
1.61e+06,5.57299e-27
1.62e+06,5.57299e-27
1.63e+06,5.57299e-27
1.64e+06,5.57299e-27
1.65e+06,5.57299e-27
1.66e+06,5.57299e-27
1.67e+06,5.57299e-27
1.68e+06,5.57299e-27
1.69e+06,5.57299e-27
1.7e+06,5.57299e-27
1.71e+06,5.57299e-27
1.72e+06,5.57299e-27
1.73e+06,5.57299e-27
1.74e+06,5.57299e-27
1.75e+06,5.57299e-27
